username,bio,followers_count,following_count,is_private,posts_count,fake
fakesgudk,Visit www.scamsite.com for great deals,169,2011,0,4,1
spam9nmo3,Amazing offers!!! Check this out!!!,81,2901,1,9,1
dansmith40,Student of life and coding.,946,939,0,299,0
jessicajohnson18,Bookworm and writer.,7143,1583,0,83,0
katejohnson77,Foodie and chef in the making.,9674,290,0,399,0
lindadavis22,Music lover and artist.,6202,1819,1,495,0
alicedavis87,Entrepreneur and startup founder.,736,1116,0,43,0
user431g0,Earn $$$ fast and easy!!!,45,2700,0,2,1
testrnk6q,Amazing offers!!! Check this out!!!,66,2749,0,1,1
chrisbrown24,Travel junkie exploring the world.,4412,1375,0,471,0
jessicamiller31,Fitness trainer and nutrition expert.,5433,1483,1,216,0
userkbkue,Follow me for more followers!!!,76,2142,0,7,1
marksmith87,Bookworm and writer.,5741,687,0,156,0
spam9q3wu,,45,2629,0,6,1
botmo1yi,Get free likes now!,197,574,1,1,1
danjohnson6,Foodie and chef in the making.,6788,1974,0,263,0
alicejones31,Music lover and artist.,9977,1979,0,306,0
fake44ilu,Amazing offers!!! Check this out!!!,154,1725,0,0,1
alicemiller51,Music lover and artist.,5124,1755,0,129,0
marksmith23,Love hiking and photography.,4612,1608,0,404,0
danjones30,Bookworm and writer.,7189,705,0,195,0
fakefzw8z,Get free likes now!,4,1843,0,7,1
fake3w9je,Win a free iPhone today!!!,74,1325,1,0,1
test4wbuo,Don't miss this opportunity!!!,173,2399,0,9,1
janedavis91,Travel junkie exploring the world.,508,1876,0,397,0
spamqw3xq,Click here for free gifts!!!,189,2164,0,6,1
lindasmith64,Foodie and chef in the making.,2995,1248,0,50,0
lindadavis74,Bookworm and writer.,4205,1687,0,187,0
user72mph,,39,2627,0,5,1
janewilson99,Entrepreneur and startup founder.,8280,1356,0,204,0
alicejohnson9,Tech enthusiast and blogger.,3591,1856,0,130,0
fakeyf4xc,Get free likes now!,59,1451,0,4,1
botuaerh,Win a free iPhone today!!!,16,2168,1,3,1
markjohnson8,Bookworm and writer.,5962,1077,0,150,0
userdn8fo,Buy followers here! http://fakefollowers.com,142,1940,0,2,1
markjones35,Travel junkie exploring the world.,3841,1083,0,174,0
markbrown34,Foodie and chef in the making.,9462,1284,0,328,0
marksmith49,Tech enthusiast and blogger.,5547,1644,0,280,0
markbrown51,Travel junkie exploring the world.,9578,836,0,492,0
spamrruhv,Get free likes now!,34,2986,0,9,1
lindajones88,Travel junkie exploring the world.,6841,1559,1,335,0
alicewilson31,Bookworm and writer.,7201,276,0,98,0
testd4l61,Click here for free gifts!!!,140,1978,0,1,1
lindawilliams41,Bookworm and writer.,7765,1398,0,42,0
alicemiller2,Foodie and chef in the making.,896,598,0,196,0
spamrxef6,Visit www.scamsite.com for great deals,189,2060,1,1,1
fake51598,Amazing offers!!! Check this out!!!,44,582,0,6,1
user8phck,Get free likes now!,17,511,1,1,1
botsyfup,,23,2528,1,0,1
spam2mdp0,Earn $$$ fast and easy!!!,156,1413,0,9,1
johnmiller88,Fitness trainer and nutrition expert.,2885,570,0,223,0
fakefpspe,Click here for free gifts!!!,189,2903,0,7,1
test6u8na,Amazing offers!!! Check this out!!!,27,1236,0,1,1
janedavis32,Foodie and chef in the making.,8478,203,0,393,0
spamrzrqn,Get free likes now!,116,2429,0,5,1
katewilliams91,Love hiking and photography.,2747,1275,1,307,0
alicewilliams10,Love hiking and photography.,3328,1015,0,476,0
katedavis68,Entrepreneur and startup founder.,7469,399,0,90,0
chrisjones61,Bookworm and writer.,1960,1709,0,214,0
mikesmith30,Entrepreneur and startup founder.,8488,1571,0,316,0
johndavis60,Music lover and artist.,1847,611,1,20,0
lindawilliams67,Travel junkie exploring the world.,4561,1798,0,60,0
jessicabrown39,Fitness trainer and nutrition expert.,3790,55,0,94,0
lindawilson86,Travel junkie exploring the world.,1394,316,0,50,0
faketwcdy,Don't miss this opportunity!!!,57,1528,0,0,1
mikejones61,Digital marketer and designer.,9569,914,0,163,0
testovx73,Don't miss this opportunity!!!,90,970,1,4,1
testets0x,Win a free iPhone today!!!,92,1782,0,1,1
alicewilliams16,Foodie and chef in the making.,122,509,0,403,0
mikejohnson35,Travel junkie exploring the world.,3325,1210,0,240,0
bot65wzz,Earn $$$ fast and easy!!!,161,2043,1,7,1
chrisdavis21,Bookworm and writer.,2787,608,0,23,0
danbrown18,Foodie and chef in the making.,5191,859,0,27,0
alicejohnson23,Fitness trainer and nutrition expert.,7254,568,1,336,0
johnbrown10,Music lover and artist.,2020,1485,0,304,0
chrisjones10,Music lover and artist.,9170,1898,1,10,0
testze623,Get free likes now!,99,1079,0,7,1
chrisdavis6,Entrepreneur and startup founder.,9280,229,0,159,0
johnwilliams87,Digital marketer and designer.,6250,1057,0,161,0
lindasmith9,Student of life and coding.,3857,1075,0,281,0
danjohnson92,Bookworm and writer.,5781,1228,0,392,0
mikejones84,Fitness trainer and nutrition expert.,9036,257,0,230,0
johnbrown8,Digital marketer and designer.,8739,1821,0,413,0
test08917,Buy followers here! http://fakefollowers.com,5,1475,0,8,1
katedavis14,Music lover and artist.,6918,1983,0,367,0
jessicawilson6,Foodie and chef in the making.,2259,1652,0,366,0
fakekf1it,Get free likes now!,75,1216,0,4,1
fakeserlr,Visit www.scamsite.com for great deals,2,560,0,9,1
katedavis93,Foodie and chef in the making.,8188,409,0,344,0
faked9w0l,,90,2675,1,6,1
jessicajones24,Student of life and coding.,1214,1201,1,420,0
danwilliams78,Digital marketer and designer.,2277,1423,0,43,0
jessicawilson14,Student of life and coding.,5192,472,0,200,0
mikemiller86,Digital marketer and designer.,5864,345,0,246,0
chriswilson19,Love hiking and photography.,7159,1764,0,31,0
test4elwy,Buy followers here! http://fakefollowers.com,132,2589,0,2,1
johnmiller47,Music lover and artist.,547,1177,0,140,0
testohpu2,Amazing offers!!! Check this out!!!,35,2267,0,0,1
fakelz9ku,Don't miss this opportunity!!!,129,2005,0,0,1
katesmith26,Student of life and coding.,9346,1446,0,162,0
alicedavis39,Digital marketer and designer.,9861,1928,0,217,0
userckbyd,Earn $$$ fast and easy!!!,98,2610,0,0,1
chrisjohnson85,Foodie and chef in the making.,4740,589,0,206,0
chrissmith90,Digital marketer and designer.,7821,285,0,143,0
lindawilliams8,Love hiking and photography.,3455,1777,1,248,0
janesmith72,Entrepreneur and startup founder.,310,1667,0,253,0
katedavis70,Love hiking and photography.,5116,1421,0,491,0
userccxpy,,165,833,1,4,1
markwilson57,Entrepreneur and startup founder.,2978,221,1,360,0
danwilson19,Entrepreneur and startup founder.,7208,1301,0,360,0
jessicawilson61,Entrepreneur and startup founder.,1949,643,0,425,0
testn2rpa,Follow me for more followers!!!,7,2762,1,0,1
jessicabrown70,Tech enthusiast and blogger.,8704,233,0,95,0
alicejohnson96,Student of life and coding.,4333,514,0,284,0
alicewilson49,Digital marketer and designer.,7538,330,0,311,0
mikewilliams26,Bookworm and writer.,9802,1104,0,474,0
fakehaj5s,,76,724,0,7,1
dandavis98,Music lover and artist.,4032,300,0,356,0
testhrfrp,Click here for free gifts!!!,198,1717,1,3,1
alicewilliams37,Music lover and artist.,5971,1900,0,328,0
testcoemh,Click here for free gifts!!!,106,1307,1,4,1
spam8ukck,Don't miss this opportunity!!!,91,2429,1,7,1
markwilson2,Travel junkie exploring the world.,1513,1610,1,334,0
botch6uq,Buy followers here! http://fakefollowers.com,180,1534,0,2,1
alicejones34,Love hiking and photography.,9417,1838,0,242,0
markwilson99,Love hiking and photography.,8075,1024,0,46,0
userb148c,Buy followers here! http://fakefollowers.com,11,883,0,1,1
janewilliams94,Travel junkie exploring the world.,2194,1169,0,244,0
danwilliams53,Love hiking and photography.,4754,1211,1,322,0
chrisbrown60,Student of life and coding.,9111,308,0,436,0
dandavis64,Bookworm and writer.,2480,200,0,49,0
testkde05,Follow me for more followers!!!,182,798,1,6,1
katesmith33,Travel junkie exploring the world.,8917,622,1,105,0
fakemm65g,Amazing offers!!! Check this out!!!,191,984,0,4,1
boti36e8,Buy followers here! http://fakefollowers.com,77,2877,0,6,1
mikejohnson37,Foodie and chef in the making.,7604,389,0,79,0
katesmith74,Entrepreneur and startup founder.,996,571,0,357,0
mikejohnson98,Bookworm and writer.,9216,1405,0,165,0
katejohnson50,Entrepreneur and startup founder.,6300,1269,0,301,0
user4mb48,Don't miss this opportunity!!!,154,1576,1,4,1
janesmith19,Love hiking and photography.,3375,810,0,186,0
bot6wqla,Get free likes now!,42,834,0,2,1
katejones33,Tech enthusiast and blogger.,3210,1793,0,162,0
katewilliams91,Travel junkie exploring the world.,3913,811,0,490,0
alicedavis35,Foodie and chef in the making.,1893,156,0,87,0
jessicawilliams57,Entrepreneur and startup founder.,4558,269,0,180,0
markdavis18,Bookworm and writer.,7692,347,0,296,0
danmiller97,Foodie and chef in the making.,5667,1111,0,458,0
fakek08sj,Buy followers here! http://fakefollowers.com,25,2912,0,9,1
chrisdavis83,Bookworm and writer.,2681,1741,0,49,0
user2t64c,Click here for free gifts!!!,15,1203,0,4,1
markwilson27,Music lover and artist.,9723,662,0,256,0
jessicasmith2,Love hiking and photography.,7074,1184,0,366,0
alicebrown46,Entrepreneur and startup founder.,2671,1526,0,376,0
userbtm7b,,155,1426,0,2,1
testiq8m9,Click here for free gifts!!!,72,1738,0,9,1
user6lhca,Follow me for more followers!!!,109,1656,1,3,1
lindadavis97,Foodie and chef in the making.,1957,784,0,42,0
janejones28,Tech enthusiast and blogger.,4113,524,0,395,0
johnsmith61,Love hiking and photography.,7799,1880,0,424,0
johnbrown7,Fitness trainer and nutrition expert.,7768,391,0,398,0
katesmith20,Tech enthusiast and blogger.,3038,407,0,395,0
katejones15,Music lover and artist.,1482,652,0,352,0
fake22ftw,Earn $$$ fast and easy!!!,179,1773,1,5,1
mikewilson75,Love hiking and photography.,9544,1386,0,261,0
danjohnson32,Fitness trainer and nutrition expert.,7038,1745,1,434,0
jessicamiller10,Travel junkie exploring the world.,4825,1962,0,81,0
bot8od1v,Earn $$$ fast and easy!!!,7,2027,0,2,1
userfy4tu,Win a free iPhone today!!!,64,2936,0,3,1
testbrjb4,Amazing offers!!! Check this out!!!,112,891,1,6,1
katejohnson87,Love hiking and photography.,9481,728,0,175,0
chriswilson48,Fitness trainer and nutrition expert.,2758,241,0,177,0
katejohnson58,Love hiking and photography.,852,1117,0,310,0
user5fg36,Win a free iPhone today!!!,145,2601,0,2,1
katemiller48,Fitness trainer and nutrition expert.,4180,605,0,15,0
spamrc0l4,Get free likes now!,137,2376,1,3,1
katesmith8,Love hiking and photography.,8043,717,0,190,0
janebrown65,Foodie and chef in the making.,1109,1155,0,454,0
katemiller70,Travel junkie exploring the world.,4821,626,0,49,0
katedavis32,Music lover and artist.,264,1045,0,212,0
lindawilson6,Music lover and artist.,1129,1774,1,383,0
test6k920,Follow me for more followers!!!,15,1150,0,0,1
markjones71,Digital marketer and designer.,2614,1203,0,71,0
spamoo0td,Buy followers here! http://fakefollowers.com,30,2757,0,5,1
chrisdavis92,Tech enthusiast and blogger.,7929,227,0,410,0
testda5n1,Follow me for more followers!!!,114,1657,1,8,1
danjones21,Love hiking and photography.,5243,1607,0,462,0
fakedurko,Visit www.scamsite.com for great deals,77,2116,0,5,1
user9pq7q,Amazing offers!!! Check this out!!!,94,1612,1,6,1
botqjeiy,,67,1466,0,3,1
testh76rd,Visit www.scamsite.com for great deals,86,1781,0,5,1
userc4qo0,,136,2376,0,9,1
alicedavis85,Love hiking and photography.,374,1027,0,470,0
lindadavis77,Student of life and coding.,6759,179,1,91,0
testy9avu,,146,2132,1,8,1
jessicawilson68,Student of life and coding.,6926,1364,0,427,0
fakeico2s,,87,757,0,7,1
userurmag,Amazing offers!!! Check this out!!!,78,1598,1,3,1
chriswilson3,Foodie and chef in the making.,3015,760,0,226,0
jessicasmith34,Foodie and chef in the making.,7164,1205,0,170,0
userq3gvv,Follow me for more followers!!!,24,2589,0,1,1
chrisjones91,Foodie and chef in the making.,153,1038,0,355,0
mikemiller53,Foodie and chef in the making.,8978,1530,0,114,0
danwilliams94,Bookworm and writer.,5516,618,0,110,0
johnjones13,Entrepreneur and startup founder.,8758,1945,0,65,0
alicesmith92,Love hiking and photography.,6217,915,0,306,0
jessicajohnson52,Entrepreneur and startup founder.,7760,672,0,299,0
alicebrown43,Love hiking and photography.,9158,1983,0,33,0
testx9uaf,Don't miss this opportunity!!!,3,603,0,7,1
lindawilson38,Fitness trainer and nutrition expert.,9707,589,0,129,0
userzyhux,Earn $$$ fast and easy!!!,115,1361,0,5,1
alicejones92,Travel junkie exploring the world.,1106,203,0,450,0
botwr1tg,Get free likes now!,10,2807,0,1,1
johnjohnson53,Love hiking and photography.,7804,1600,0,27,0
jessicawilliams95,Foodie and chef in the making.,6197,178,0,44,0
janejohnson97,Foodie and chef in the making.,7773,977,0,200,0
katejohnson76,Travel junkie exploring the world.,4374,1769,0,63,0
janewilson82,Foodie and chef in the making.,5162,1911,0,493,0
johnmiller45,Travel junkie exploring the world.,1065,1735,0,410,0
danwilliams35,Music lover and artist.,9173,1349,0,303,0
alicebrown17,Fitness trainer and nutrition expert.,3108,883,0,34,0
jessicadavis60,Travel junkie exploring the world.,2161,1313,0,256,0
userquy8p,Buy followers here! http://fakefollowers.com,4,842,1,5,1
markwilson37,Travel junkie exploring the world.,7803,1308,0,375,0
danwilliams17,Bookworm and writer.,8693,989,0,167,0
lindajohnson70,Music lover and artist.,1858,1351,0,205,0
chrisjones78,Music lover and artist.,8477,1824,0,231,0
katewilliams51,Travel junkie exploring the world.,7559,1408,1,254,0
lindabrown19,Fitness trainer and nutrition expert.,2479,283,0,447,0
bot88tme,Get free likes now!,48,2280,0,9,1
johnjohnson48,Travel junkie exploring the world.,5380,684,0,392,0
user1sywt,Click here for free gifts!!!,72,1276,0,1,1
jessicawilson37,Foodie and chef in the making.,4478,428,0,479,0
alicejohnson93,Entrepreneur and startup founder.,9723,1596,1,112,0
chrisjones33,Student of life and coding.,2068,565,0,246,0
mikemiller26,Bookworm and writer.,724,977,0,227,0
usernpjon,,135,1052,1,0,1
johnbrown24,Fitness trainer and nutrition expert.,6972,1067,1,302,0
katebrown74,Tech enthusiast and blogger.,4548,237,0,284,0
alicebrown90,Music lover and artist.,1581,1158,0,392,0
lindajones5,Fitness trainer and nutrition expert.,3687,246,0,441,0
alicebrown40,Foodie and chef in the making.,9240,925,0,60,0
chrisbrown39,Fitness trainer and nutrition expert.,5511,706,0,248,0
mikedavis76,Travel junkie exploring the world.,474,159,0,294,0
janejohnson35,Music lover and artist.,2052,789,0,171,0
janejohnson22,Love hiking and photography.,1827,373,0,287,0
marksmith97,Bookworm and writer.,2145,1491,0,79,0
katejohnson93,Music lover and artist.,4054,744,0,89,0
fakerbhui,Win a free iPhone today!!!,10,2153,0,1,1
markbrown22,Travel junkie exploring the world.,6410,83,0,395,0
mikewilliams10,Love hiking and photography.,7615,485,0,111,0
spame7i8r,Follow me for more followers!!!,31,584,0,9,1
fakew56u5,,106,2707,0,4,1
jessicabrown32,Love hiking and photography.,9531,319,0,335,0
johnsmith19,Student of life and coding.,7128,367,0,89,0
lindasmith8,Music lover and artist.,501,738,0,28,0
katesmith61,Bookworm and writer.,2731,882,0,266,0
mikewilson31,Tech enthusiast and blogger.,6736,177,0,390,0
lindawilson9,Travel junkie exploring the world.,9212,687,0,408,0
katejohnson59,Foodie and chef in the making.,7017,698,0,373,0
markmiller58,Love hiking and photography.,7655,611,0,200,0
katejohnson37,Love hiking and photography.,8126,1564,0,234,0
chrisbrown14,Travel junkie exploring the world.,7453,162,0,183,0
bot1swe1,Don't miss this opportunity!!!,118,2315,0,1,1
katejohnson53,Tech enthusiast and blogger.,1786,1072,1,202,0
both6y86,Get free likes now!,119,1334,0,0,1
alicejohnson32,Digital marketer and designer.,7287,1786,0,422,0
markjohnson86,Entrepreneur and startup founder.,4436,1782,0,474,0
danwilliams95,Student of life and coding.,2170,1584,0,461,0
test47bk8,Win a free iPhone today!!!,55,1867,0,6,1
jessicabrown10,Music lover and artist.,6118,984,0,498,0
spamx9038,,25,2783,1,0,1
johnsmith45,Music lover and artist.,4766,1736,0,93,0
alicesmith64,Digital marketer and designer.,2863,1009,1,483,0
user41hmt,Visit www.scamsite.com for great deals,28,2547,1,1,1
fake7pga8,,29,2217,0,3,1
johnmiller26,Bookworm and writer.,2254,106,0,295,0
janewilliams56,Foodie and chef in the making.,8092,924,0,280,0
jessicamiller2,Love hiking and photography.,6577,697,0,393,0
test2dhrq,Buy followers here! http://fakefollowers.com,23,2728,0,1,1
lindasmith72,Student of life and coding.,4634,1563,0,19,0
jessicamiller39,Love hiking and photography.,9102,1765,0,39,0
alicedavis20,Love hiking and photography.,8891,1036,0,376,0
chrissmith83,Music lover and artist.,9062,1938,0,196,0
jessicajohnson41,Digital marketer and designer.,6992,1289,0,45,0
katesmith80,Student of life and coding.,9330,1500,0,289,0
lindajohnson6,Entrepreneur and startup founder.,3641,1693,0,169,0
katesmith46,Music lover and artist.,8710,1057,0,353,0
lindajohnson82,Digital marketer and designer.,9118,1158,1,27,0
alicemiller80,Bookworm and writer.,5103,1970,0,263,0
jessicasmith90,Music lover and artist.,8961,1872,0,304,0
mikedavis57,Tech enthusiast and blogger.,3809,1640,0,11,0
janewilson46,Entrepreneur and startup founder.,406,647,0,362,0
danjones21,Bookworm and writer.,5659,558,0,37,0
markwilson37,Fitness trainer and nutrition expert.,1682,504,0,86,0
spamlvonr,Amazing offers!!! Check this out!!!,54,1644,0,7,1
marksmith49,Foodie and chef in the making.,2417,313,0,264,0
danjones5,Student of life and coding.,5999,297,0,30,0
johnwilliams3,Bookworm and writer.,4843,1397,0,205,0
markwilliams17,Foodie and chef in the making.,5258,1425,0,446,0
janesmith96,Student of life and coding.,4171,1421,0,349,0
testrxg3d,Buy followers here! http://fakefollowers.com,165,2917,1,6,1
mikebrown96,Love hiking and photography.,4409,1261,1,165,0
alicejohnson72,Foodie and chef in the making.,2548,1599,0,272,0
johnsmith67,Tech enthusiast and blogger.,7319,1272,1,447,0
johnsmith76,Digital marketer and designer.,130,1339,0,320,0
test9a9o6,Click here for free gifts!!!,131,2303,1,6,1
mikejones31,Tech enthusiast and blogger.,6685,536,0,361,0
danbrown10,Tech enthusiast and blogger.,5495,531,0,473,0
lindajones96,Digital marketer and designer.,2662,122,0,185,0
danjohnson30,Travel junkie exploring the world.,631,1696,0,352,0
jessicadavis56,Travel junkie exploring the world.,4407,118,0,232,0
